id	text	HS	TR	AG
22962	voy provocar perra hijo jefe ver si muerde pata u así incapaciten vengo trabajar días tan bonitos	0	0	0
22963	alguien tóxico mira hacemos 0 vas gran puta mierda	0	0	0
22964	trabajar árabes patada huevos botas punta acero frío entorno alaska pelo	1	0	1
22965	hace dar cara sale sullas toda escoria viene bien	0	0	0
22966	perra comunista	1	1	1
22967	callate puta ejejaj	1	1	1
22968	#titulaesnacionales interpol captura deportado salvadoreño acusado delitos violación acosos sexual	0	0	0
22969	cállate puta vez gerardo	0	0	0
22970	detengan partirle puta cabeza video va ser considerado prueba merecía vais provocando odio provocando violencia	0	0	0
22973	hoy inicia festival gastronómico cuchara ’palo espectacular #mexico país invitado honor año #saberesysabores gracias hotel capellan tacos güero	0	0	0
22974	vía tuautocorrector rt deborecordarque novia perra pluto	1	1	1
22975	sorprende matan weyes culpa mujer existan pendejos quieran matar puta	1	0	1
22976	si llamo puta puta problemas si alguien llama puta	1	1	1
22977	cállate hijo gran puta zorra madre	0	0	0
22978	güera güera	0	0	0
22979	final solo quedan baneos refugiados historias eve online	0	0	0
22980	polideportivos financiamos andaluces puedan hacer deporte jóvenes siendo inutilizados invadidos subsaharianos musulmanes	1	0	0
22981	inmigracion ilegal deportacion yaa cosas menos riesgo terroristas infiltrados mando único policial combatir inmigración ilegal vía	1	0	0
22982	cállate perra	1	1	1
22983	dictadores hecho menos daño sociedad pensamiento nazi coño buen argumento	0	0	0
22984	callate hija puta si servís mierda venís hacer laburás gato mantenido zoquete tenés marido débil mental concha bisabuela tanga	0	0	0
22985	mireya merecias quedarte tbh merecias nominación hiciste puta madre #otgala0	0	0	0
22986	insulto malditos sudacas pie ligas fútbol español europeo	1	0	0
22987	cogerte brazos sacar polla coño llevarte mueble duro pared clavándotela …	0	0	0
22988	racismo güeros aprietos	1	0	0
22989	tema arabe hace mover orto solo	0	0	0
22990	mereces perra — arrastra academia greñas da chanclazos	1	1	1
22991	gusta árabe pegó	0	0	0
22992	callate boca perra siberiana metiendo cfk sos tan pelotuda podes ser nunca seras	1	1	1
22993	jajaj gracioso kion dise pares ablarme raul despues callate hijo puta	0	0	0
22994	conocen siempre modo arabe	0	0	0
22995	nivel 0 reforzado igual recoger 0 inmigrantes cada día	1	0	0
22996	cagada palos merecía q cabeza cabe hija re mil puta	0	0	0
22997	veces creo perra	1	1	1
22999	si anda rogando puta hueva pinche vieja pediche larga traía bien patrocinada sigues haciendo pedo chingas verga	1	1	1
23000	polla dura follarte dedos vez mamo coño empapado mmmmm	0	0	0
23001	voy enviar nudes piernas árabes dirán voy incitando si queréis verme piernas verme persona	0	0	0
23002	vieron feministas re violentas mujer terrible hijo puta pueden ser tan violentos xd	0	0	0
23004	callate puta pario hijo puta si vos arreglaste pelotudo	0	0	0
23005	imagináis semen opción elecciones interesa quién sabe si sola mujer partido	1	0	0
23006	hostia puta si fake danganronpa si mal recuerdo	0	0	0
23007	l arabe arabé	0	0	0
23008	callate zorra malnacida armario empotrado tmb mil cosas ahi dentro	1	1	1
23010	sigue banda estudios pibas arabe página pq venga	0	0	0
23011	#analisis 0 porcentaje población total desplazada apenas movido 0 proporción refugiados continúa 0 0 josé luis villacañas berlanga	0	0	0
23012	roman puta vince v #raw	0	0	0
23013	alfred plan gilipollas puta idea dices	0	0	0
23014	perfecto hijo puta defiendes asesinos otegui mierda chusma perro flauta ojalá quedes tetraplejico embolia padre infarto madre gilipollas	0	0	0
23015	«q paso lic veo año pasado jejeje» cállate hijo perra	0	0	0
23016	mala persona escoria	0	0	0
23017	voy enseñar perra amiga jugar	1	1	1
23018	digan hijos puta mala palabra deberían enseñarle insulto	0	0	0
23020	mejor día escuchar sobrino dijo callate puta hermana	1	1	1
23022	olé perra hijueputa enseñarle usted si sabe 0	1	1	1
23023	cuántos inmigrantes creemos cuántos realidad ciudadanos lugar llamado mundo	0	0	0
23024	#estefinde costo dni pasaporte q sorete importa cuanto cuesta paises sudacas lobo das verguenza cn comparaciones asco	1	0	1
23025	veo celosa puta	1	1	1
23026	pues india gandhi país tan espiritual razas dominadas árabes dominados libro tendencia retroceder nuevo desprecio mujer inferior según criterio simple minds animales mujeres niñas pobres	1	0	0
23027	venezolanos llamamos años ladrones chinos tacaños árabes mala gente colombianos indios feos peruanos vagos panameños venimos indignarnos llaman venecos lado xenofobico venezolano	1	0	1
23028	apoyo legislación perú castigue doble pena inmigrantes culpables delito cese perjuicio choros exportados perjudiquen sinceros emigrantes compatriotas	1	0	1
23029	hey fonsi verga queres demi puta madre pasó callate	0	0	0
23030	siempre autoridades última hora dan cuenta d problemas q generan inmigrantes venezolanos haber cumplido requisitos fin vez demuestra q improvisadores previsores conclusión terminan siendo informal	1	0	0
23031	puta pasaste pendejo salir decir sola palabra tan responsable calamidad pensamiento arcaico irracional	0	0	0
23032	mejor callate cara puta reputa madre nota hacen falta	1	1	1
23033	juez reafirma orden trump reactivar plan jóvenes indocumentados	0	0	0
23034	puta blanca calla cállate chugar daddy puro pinche chugar daddy nadie importa pendeja	1	1	1
23035	compré tacones rojos perra pasión ando desperdiciando tonterías cautivaron demasiado atención	0	0	0
23036	vendida cara demostrar hipocresía mejor cállate perra	1	1	1
23037	goals mujer tener vajilla súper súper súper súper perra oro ylm	0	0	0
23038	guardia civil policía nacional mermadas personal medios + dedicación casi exclusiva inmigración ilegal #sanchezdimision #eleccionesya	0	0	0
23039	niños españoles verano día harán comida completa pasa niños españoles si invasores negros musulmonos cosa español jodes ahora gob pte mismo costa españoles vacaciones nuevo	1	0	1
23040	verdad gente tan ruin tan hija puta capaz inventarse cáncer muriendo fin logro entender ganan diciendo	0	0	0
23041	ahora todas discurso feminista veis tía escote liándose da gana llamáis guarra	1	0	0
23042	ladilla malditos árabes llamadera fb	1	0	1
23043	gangstas reales negratas ochenta noventa solamente gilipollas pasta personalidad	1	0	1
23044	mereces hijo perra hiciste rebaño	0	0	0
23045	callate zorra querés viole putita	1	1	1
23046	acoso abuso violacion trofeo belleza mononeuronal	0	0	0
23047	heces lame huevos hijo puta	0	0	0
23048	cada palabra dicho mal nuevo cállate puta idea	0	0	0
23049	amplia sabiduría defineme mujer perra	1	0	1
23050	pedazo zorra cállate q cante	1	1	1
23051	jajajaja sé perra termina mordiendo santa	1	1	1
23052	güera hoy cumple puedes regalar felicitación harías feliz	0	0	0
23053	bueh dejan segundo ser imbéciles eh sacan spot incitando acoso manga enfermos segundo aflojen hijos mil putas	0	0	0
23054	leido mismo numero enciclopedias mide polla	0	0	0
23055	ridiculas enceder tv verlo ojos	0	0	0
23056	pedro sánchez cede autoriza open arms desembarcar 0 inmigrantes ilegales rambla libre importancia admisiones costas cádiz apoyo mafias admitiendo miles cada semana dice pedro sánchez	0	0	0
23057	puta lindo mereces mijito rico	0	0	0
23058	coincido contigo casi muchas formas d violación acoso sexual educación mala medios masivos sexualizado 0 violador merece muerte x mirar visto perfil fotos desnuda n	0	0	0
23060	perdòn agregaría sr pdte dar telefono denuncia inmigrantes indocumentados gracias	1	0	0
23061	amiga puta jajajaj	1	1	1
23062	picadita árabe matilde chicas santa maria	0	0	0
23063	puta ah perdón pensé hablábamos verdades perdón	1	1	1
23064	zorra estúpida	1	1	1
23065	puta madre 0 ago 0 vamos voy enseñar bicho grande feo polla — preocupa molestado irte cuatro años medio atrás buscando tuit	0	0	0
23066	liberales progres toda escoria intentáis defender asesinato dios quiera toque ser querido veréis asco produce ver tipo comentarios patét	0	0	0
23067	puta madre chaval notable boy enseñar madre	0	0	0
23068	cállate asustas perra das miedo	0	0	0
23069	puta madre quiero parar llorar mica escribe veo vídeo ayer merecía demasiado llegar final puedo creer q paso	0	0	0
23070	hijo gran puta novia guarra jajaja	1	1	1
23071	ministra valerio realizando verdadera política izquierdas progreso ámbito inmigración	0	0	0
23072	imbecilidad imbeciles pretenden escoria irracionales rey historicamente sabemos mermados endogamia hibridos anunankis gobierno mediocres fanaticos	0	0	0
23073	mónica oltra reclamará gobierno recursos atención migrantes crisis inmigración valència 0 ago efe vicepresidenta gobierno valenciano mónica oltra reclamará tarde coo	0	0	0
23074	xdios odio arabes q extingan	1	0	1
23075	si cuenta suiza mereces pena	0	0	0
23076	cállate queda bien zorra amo	0	0	0
23077	viene aca tratar enseñarnos moralidad hijos valiente puta enseñen hijos sobrinos personas conocen	0	0	0
23078	zorra pecado original puedes quedar embarazada virgen	1	1	1
23079	novia sevillista puta canta adán ahora vendrán hablándome clases categorías piques preguntas señoría	1	1	1
23080	hicimos pregunta #0a 0 #barcelona hicieron mogollón negros subsaharianos manteros siempre rambla cómo ninguno arrasado furgoneta younes abouyaaqoub ninguno 0 muertos ramblas	1	0	0
23081	día hablan ataques violentos valla melilla casualmente casualmente ongs testigos casualmente oiga da buena versión g civil conviene hacer	0	0	0
23082	nueva odisea travesía través infierno dejar atrás fanatismo guerra historia refugiados contada manera brillante patrick kingsley corresponsal migración the guardian #refugiados #migración	0	0	0
23083	rescatan 0 indocumentados #video	0	0	0
23084	bronca despertas siesta pq estan hablando fuerte living callate puta boca plissssss	0	0	0
23085	publicado episodio #ivoox bienvenido chile bitácora inmigrante 0 agosto #pod	0	0	0
23087	cierto diga bici carcasa así si traes falda ahí encargo acoso prejuicios bueno todas formas encargo acoso prejuicios	0	0	0
23089	odioso ser perra madre juro mujer insoportableeeee ok	1	1	1
23091	cállate estúpido mierda anda puta re mil parió pajero mierda sos boludo nene haces ahí escribe estúpido est p do	0	0	0
23092	recuerde señor presidente xq arabes xq payasos ponen cara familua chinos xq ponen loco cinico assesino mirada recuerde senor presidente xq arabes chinos	1	0	0
23093	mamá encanta ver cualquier serie extranjera pasado españolas turcas hindúes árabes ahora anda orientales hace empezó ver doramas adivinen terminó viendo 0 capítulos serie	0	0	0
23094	jajajaja cállate maldita perra mierda ladrona bancos	1	1	1
23095	pinche neta mereces millones mentadas puta madre decir puta esposa puto milagro jajajaja hacer escribir tragar maldito limosnero mierdaaaa	0	0	0
23096	perrera corazón perra ladra #batiarjona	1	1	1
23097	si puta q pario virgen mierda digas opines callate nunca em vida probaste miche seven up aa ron coca cola si babieca balurdaaaa	1	1	1
23099	let s go with all the videos si escribi biennial the parces yordi ninio polla solo cara	0	0	0
23100	cinder hija grandísima puta mereces peor vas llevar zorra mierda	1	1	1
23101	ojalá ryan gosling entrando polla adeptus mechanicus imbecil mas probable	0	0	0
23102	callate puta	1	1	1
23103	cis risa ido hacer encuestas misma valla ceuta 🤣 🤣 🤣 🤣	0	0	0
23104	ninguna bronca actrices hablalndo machismo acoso violación hollywood manera exponenciar situación ámbitos trabajo consecuencias perpetradradores metieron cárcel #accountability	0	0	0
23105	musulmanes mujeres escoria generalices porfa	0	0	0
23106	do you want dessert quieres desierto árabes sepan inglés	0	0	0
23107	jajaja puta seria interesante	1	1	1
23108	ay ojo chabon coge casada crack zorra imbécil	0	0	0
23109	quiero llorar saque 0 merecia puta vida	0	0	0
23110	ana merecía puta canción lucirse después dejado jurado semana mierda #otdirecto0d	0	0	0
23111	voy llorar decir merezco probable merezcapor zorra	0	0	0
23112	suerte sigue siendo suficientemente imbécil decir vamos dejar vernos rivales gente piense aprendido respecto	0	0	0
23113	puse arabe previa cami dijo sácame horrible baile dio abajo si mañana	0	0	0
23114	reportera satanás zorra novia	1	1	1
23115	nunca falta hijo puta dice puso colorada cállate dieron cuenta haces verguenza	0	0	0
23116	callate yaaaa gran maricaa sos puta cacorra anda den culo viejo decrepito hijo tres mil putas	0	0	0
23117	hola güero	0	0	0
23118	sólo falta diga máster derechos humanos jefe	0	0	0
23119	its to calles puta boca	0	0	0
23120	inmigrantes indocumentados sólo permite diálisis emergencia vez semana hemodiálisis solamente emergencia cuesta 0 0 veces diálisis estándar	0	0	0
23121	documental programa fútbol escuela oakland instrumento escape crecimiento personal vida comunidad protagonistas chic inmigrantes casos dependen #daca #futbolistas	0	0	0
23124	mujeres víctimas violencia culpa propia fatalidad importa si acoso violación	0	0	0
23125	perra maldita primera crímenes lesa humanidad perra maldita	1	1	1
23126	#diablostwitteros mínimo 0 canteranos jugaron hoy vio bien león puede sacar contacto gallegos castañeda gran nivel primera camada realmente mano güero real	0	0	0
23127	hoy lunes l puta madre kirkman carl merecia morir	0	0	0
23128	celos tuiteros cómo diste seguir güera oxigenada va resultar hombre sé digo nalga pronta	1	1	1
23129	alfred merecía nominado serio puta vergüenza #otgala0	0	0	0
23130	cenando cons merceditas @ taquería güeros in cuautitlán izcalli	0	0	0
23131	si callo imbécil si digo pienso zorra diréis coño hago	0	0	0
23132	pudre perú caos organizado surrealista subsahariano realidad	1	0	0
23133	según medios dicen calles puta boca	0	0	0
23134	oye #güero q haber contribuido desmadre q avecina pais nunca caíste bien hoy menos’ #escuanto	1	1	1
23135	dicen busca mujer sepa cocinar sexo puedes enseñar opinas — cocino puta madre así enseñadme follar porfa	0	0	0
23136	#recetafácil si gusta comida árabe aprende preparar receta falafel horno deliciosa cuida figu	0	0	0
23137	sinceramente si perro cortas orejas cola adrede puta estética mereces tener animal espero corten	0	0	0
23138	#franchute segundo track #indaweba lazy maco amp maikel compartiendo barras	0	0	0
23139	mujer macanada personificada puta madre	0	0	0
23140	desgraciado hijo perra cantante panameño ojalá venezolano té mereces	0	0	0
23141	pinche sol apiadate güeros prietos quiera aguantan	0	0	0
23142	fin salí anonimato ahora conozco nadie 🤣 fulana detail amigos árabes chinos africanos menos amigos desdicha tener asesinos	0	0	0
23143	tonto interpretas solo sale polla	0	0	0
23144	ampliaciones valla melilla ayuntamientos pp desplazan lentamente malnacidos manuela carmena	0	0	0
23145	mires ojos toda boca — comemela	0	0	0
23146	indios hijos puta soltad gabacho	1	0	1
23147	sánchez quiere puedan vitarle familiares resto mundo estilo maduro españa crea primer campo refugiados bahía algeciras vía	0	0	0
23148	apruebo hechos violación acoso sexual riesgo tipo campañas pasa hacer conciencia frente hecho determinado fanatismo extremo pagan justos pecadores	0	0	0
23149	sueño vecino callate puta boca menos vocaliza entere pelicula mental	0	0	0
23150	cállate puta caballo hija perra madre	1	1	1
23151	algún espíritu así hábita #morena seguirá inmigración casual priísmo	0	0	0
23152	nominan voy matar hijos puta merecéis respetos cabrones loss fallado hoy alfred cabrones mierda #otgala0	0	0	0
23153	asco mina puta parió vas casa come boca cerrada callate hables vieja atravesada	1	1	1
23154	bandas metal sudaka derecho cantar español cantante afinar cero mínimo sepa inglés vago gutural	1	0	1
23155	tonta polla dice anda cállate 0 ratico	0	0	0
23156	tios sallanman barrabaja cat callate deja — puta idea tanta peña podria escribirme	0	0	0
23157	viajo país q llevar pasaporte regla pasar controles obedecer autoridades d país aqui españa vienen inmigrantes saltando vallas agrediendo indocumentados políticos van darle mano	1	0	1
23158	comisaria vinces distrito vinces comisario policía canton vinces operativo control antidelicuencial ingreso menores indocumentados establecimientos regulados mdi categoría 0 siipne movil adjunto fotografías	0	0	0
23159	jajajaj callate alv hable nadie puta verga gadamadre alv alv alv	0	0	0
23160	malisimos temas arabe ecko besé paulo londra becky g	0	0	0
23161	buen día respeto pres asesoriías cierren fronteras debe controlar inmigración solicitar visa emergencia valores #escudodeamor	0	0	0
23162	nacho pedazo negro indocumentado	1	1	1
23163	árabe cebo dieron ganas masticar ladrillos	0	0	0
23164	ojalá puta sevillista novia mande mereces	1	1	1
23165	amor comida árabe mediterránea acabará	0	0	0
23166	amores hablas hija mil puta llenes boca dios yegua mierda mereces ser madre turra mal parida	1	1	1
23167	ver pijoprogres perriflauaas demás basura roja metros puta madre enseñar papo mezquita dejáis tocar cojones iglesia tradiciones	0	0	0
23168	página puede decir si alguien cast crew movie sido acusado acoso sexual violación	0	0	0
23169	análisis prensa árabe estafa saddam fracasa the arabia watch	0	0	0
23170	novia puta sacó ojo tener hueco pajeros	1	1	1
23171	hermano acaba enseñar juego puzzles móvil puedes tocar pantalla cagando puta	0	0	0
23172	perra	0	0	0
23173	vas chingar t uu puta madre perroo mereces morir	0	0	0
23174	cállate alv perra envidiosa	1	1	1
23175	mira chaval puto gilipollas callate puta vez	0	0	0
23176	sólo escuchar hablar tipo encabrona vida puta cállate	0	0	0
23177	rica si quisiera comemela	0	0	0
23178	frase acoso sexual lanza gobierno días	0	0	0
23180	mas estupido comentarista existe verdad escoria profesion	0	0	0
23181	perdón si egoísta perdón si alejo así enseñaron ser conozco puta manera ser	0	0	0
23182	parece aberración violación acoso creo denuncias frente ley medios hacerla inmediatamente q tomen medidas in situ tiempo después sólo hecho viralizar escrachar perso	0	0	0
23183	hecho puedo decir franco pasaba	0	0	0
23184	guarra ser catre — quiero quiero	1	1	0
23185	callate paraguayo mierda hijo puta negro villero conoce mama gil	0	0	0
23186	hola ex puta loca cabeza puta quisiste conmigo vea voy faltar respeto cara bueno pasan cosas vida bueno	1	1	1
23187	gusta mete pide meta completo bien puta suba retros gustan retos novio quede quieto pa darle 0 peine completo pa darte toto bicho prietooo	1	1	1
23188	casuso callate puta vez	0	0	0
23189	mundo locos ahora tema acoso sexual gente cuenta 0años atrás sera acosados vamos	0	0	0
23190	pedí uber conductor persona rasgos ascendencia árabe pedo coche apesta cabron puesto hot dog callejero	1	1	0
23191	0 catalanes quieren calles puta boca	0	0	0
23193	coscu army dice sudacas v	1	0	1
23194	cuál problema novia tremenda perra	1	1	1
23195	culpa petardos amigos locos encontrar perrita escapó salió huyendo ruido	0	0	0
23196	cállate zorra verdad	1	1	1
23197	joder dollar comemela jajajajaj	0	0	0
23198	cansa escuchar informativos rescatado inmigrantes barcos salvamento marítimo rescatan recogen previa comunicación coordenadas ubica embarcación inmigrantes mayoría casos aguas marroquíes	0	0	0
23199	callate hijo puta vos trabajaras basura vemos negros mierda delincuentes asco dan basuras kks zurdos bancamos bitcj falsa abogada pagamos impuesto	0	0	0
23200	sirvienta zorra provocará folles trates zorra	1	1	1
23201	#machupichu chocan trenes	0	0	0
23202	dije vieja rompe pija dice callate puta ajjajaja odio	1	1	1
23203	quiero seguir viendo #mqb	0	0	0
23204	callate decís perra llora casi sorda	0	0	0
23205	miriam merecía canción decente bordarlo perra bordado quedado tan tranqui #otgala0	1	1	0
23206	campo refugiados inquilinos huyen ninguna persecución sencillamente inmigrantes ilegales perfectamente documentados tal yves muchas gracias pedro sánchez logro histórico cargo	0	0	0
23207	odio comiendo hacen ruido callate pones nerviosa puta pario podes comer silencio concha madre	0	0	0
23208	casaitas pueblo refugiados venga esclavistas negreros	1	0	1
23209	güero	0	0	0
23210	visto gente güera brazos peludos gente feliz	0	0	0
23211	descuidas 0 minutos peda hablando árabe	0	0	0
23212	pues voy engañar tuits puta mierda pa q pueda enseñárselo colegas fardar q sigues verdad	0	0	0
23213	#jaén tt aprovecho recomendar visita ciudad pongo ejemplo catedral castillo santa catalina baños árabes iglesia parroquial san bartolomé muchísimas cosas ver	0	0	0
23214	cállate perra cochina único complicado acá levante mañana laburar	1	1	1
23216	tremenda puta q mas puede pasar zorra demonio	1	1	1
23218	pablo casado saludando alumnos después masterclass cómo vivir papeles	0	0	0
23219	fútbol chileno fecha 0 #unionlacalera 0 0 #palestino #benitez 0 marco arabes quedan novenos 0 unidades #nuñez 0 anotó #lacalera desaprovechó …	0	0	0
23220	vrgggggg ahora absolutamente racisimo clasismo mame lenguaje inclusivo vale verga si hombre mujer ambas si negro güero chaparro alto gordo flaco pobre rico cagan igual alvvvvvv	1	0	1
23221	dale zorra cállate	1	1	1
23222	mira cállate haciendo pena pedazo hijo gran puta putos humoristas cojones siempre aprovecháis todas desgracias daros conocer lamentables patéticos chistes madura	0	0	0
23223	zorra	1	1	1
23224	ocultarse actuar esconder cuerpo delito inventarse coartadas etc índices sabes hecho sabes mal hecho ello cuerdo	0	0	0
23225	jorge cállate puta boca xddd dices rubén beneficiado si quedado víctima ganado si ganado sido genial concursante momento jodas #finalgh	0	0	0
23226	q cagada palo mereces hija puta misma q diste hija	1	1	1
23227	voy meter polla boca calles luisillo ostias	1	1	1
23228	si amariconao guarra pub veo vivi buscando vida	0	0	0
23229	toy irme rendir veo lindo mereces forro hijo re mil puta	0	0	0
23230	[0 0 0 0] aa brii boluda mira vos [0 0 0 0] aa brii sos re zorra casi t nombran bueno hacer cosas callada	1	1	1
23231	#jugones pedrerol polla guardiola atravesada garganta puedes respirar tirria mira guardiola santo devoción pasar puntillas descomunal trabajo haciendo city convierte mediocre	0	0	0
23232	morite golpeador hijo re mil puta darte cámara forro sos mierda mereces tener mina laura lado	0	0	0
23233	perra agradece tire licor blusa merecías cabeza hp hablar	1	1	1
23235	señora puta dijimos anoche	1	1	1
23236	biennn rojoo puta madreeeeeee felicidades diablos merecian	0	0	0
23237	pamelita volvelo chatiaaaa clonney subdesarrollo sudaka mentiroso sos pior cara mentis tan obscenamente cheee vengan provincias van ver pueblos siguen muertos gente pasa mal	1	1	0
23238	callate evidencia destruirte perra sucia traidora	1	1	1
23239	moromierdas musulmonos entonces pasa molestéis fotos protestas guarras femimarxistas espera	1	0	1
23240	callate puta	1	1	1
23241	pena capital inhumana leccion papa fanaticos pena muerte eeuu china iran japon belarus países arabes etc sv via	0	0	0
23242	corte garganta dejaba dramas zorra dramática	1	1	1
23243	ue desbloqueará fondos migración modo limitado comisión estima suficientes partidas activará 0 millones euros paliar drama dará mitad contrarrestar avalancha subsaharianos llegan marruec…	0	0	0
23244	callate aprieta naglotas perra blanca	1	1	1
23245	papeles roban trabajo	1	0	1
23248	quieres buscar fama pa tirarte kiada pa follarte guarra ganarte 0 perras regalo primo solo trae desgracia escuchaba edu decía fuck the fama	1	0	1
23249	pasó mesut özil selección alemana pasa solamente alemania claves odio xenófobo inmigración europa partiendo caso mediocampista arsenal	0	0	0
23251	ayer señoras llevaron conocer suculentos platillos güera puedo decir garantía	0	0	0
23252	pegue gabacho niño	0	0	0
23253	amnistía indocumentados unidos #derechoshumanos	0	0	0
23254	argumentario pp 0 julio 0 inmigración 0 inmigrantes entran ceuta tras saltar valla 0 guardias civiles heridos varios cal viva medios piensa pp	0	0	0
23256	cara zorra	1	1	1
23257	cuento secuencias noche mamá dice xq quedaron casa carlame acuerdo lloro peruanos hijos bien puta vuelvan país indocumentados hijos putaaaaa	1	0	1
23258	mujer fail i	0	0	0
23260	juego fifa pedazo hijo puta hazte youtuber fortnite callate	0	0	0
23261	cebe tema árabe	0	0	0
23262	basura escoria mereces regalo vida vete españa	0	0	0
23263	mereces ser cartonero hijo puta jaja	0	0	0
23264	creo bien así 0 decimos tonterías sistema patriarcal opresor 0 defendemos idioteces 0 creemos progresistas liberales 0 ningún hombre va cojer vidas 0 mueren solas viejas amargadas	1	0	0
23265	futuro tan negro saltando valla melilla	1	0	1
23266	ojalá encontrarmelo calle darle puñetazo cara puño maricón asco escoria	0	0	0
23267	razones quedarse puebla 0 tacos árabes 0 cemitas	0	0	0
23268	después dicen árabes locos manera tan sádica querer convertir niño vegano vegetariano	1	0	1
23269	mujer marido llevamos 0 años casado nunca comprado + vendes #afregar	1	0	0
23270	dame puta cuentaaaa mentiroso sorteos fake	0	0	0
23271	arabes d mierda ahre	1	0	1
23272	das ordenes imbécil voy destruirle polla maldito subnormal voy hacer cosas maldita manera apártate parásito	0	0	0
23273	callate horita comido cara bonita puta	1	1	1
23274	mujer súper puta amorcito platónico hiciera amor noche día mamaria cosita desmayarte puta quiero	1	1	1
23275	dubái ciudad emirato emiratos árabes unidos conocida lujoso comercio arquitectura ultramoderna vida nocturna animada bienvenidos mundo viajes like travel	0	0	0
23276	tonto puta idea mundo sabia votar quiso 0 personas 0 robaron fascistas miedo democracia prefirie	0	0	0
23277	siiiiii re puta madre grite gol rompiste re mereces vamos bicampeóna	0	0	0
23278	conclusión gachupines mineros bien pendejos pendejos criollos mexicanos detentan poder 0 diciembre año regalaron mineras extranjeras oro mexicano	1	0	1
23279	cambio fachas inmigrantes regalo valle caídos	0	0	0
23280	pablo casado albert rivera valla ceuta	0	0	0
23281	toy feliz voy comer 0 empanadas árabes viendo naruto	0	0	0
23282	propublica informes revelan supervisión laxa actividad sexual centros acogida niños inmigrantes chicago	0	0	0
23283	gritame pisame polla falda puesta	1	1	0
23284	imbecil creia habia quimica pelicula demi moore acoso asunto poder control causa abuso isoso arbitrario limites dignidad controlar persona si capricho	0	0	0
23285	fav acoso rt violación	0	0	0
23286	cagaso pegué empezó canción árabe papichamp jajajaja	0	0	0
23287	quiero ponerme estudiar arabe ultimo dia sola terminado primer libro	0	0	0
23288	polla culo activa	0	0	0
23289	mereces q pase mismo zorra	1	1	1
23290	callate sacate puta	0	0	0
23291	amiguera puta	1	1	1
23292	subnormal cállate boca escoria padre yonky follo zorra saliste puta basura	1	1	1
23293	redomicilie sociedad offshore emiratos árabes unidos	0	0	0
23294	escucharon arabe quiero arrancar gira terminarla navidad	0	0	0
23295	beautyful reminder julian casablancas acusado ningún acoso violación oki casamosno	0	0	0
23296	odio gente impuntual puta madreeee chica impuntual encima	0	0	0
23297	toda europa estan matando violando millones millones blancos mencionas tampoco mencionas negros arabes causan problemas	1	0	0
23298	efectos boom migratorio 0 españa afectó paro rejuveneció población vía consecuencias descenso edad media población contribuye mantenimiento sistema pensiones	0	0	0
23299	temas almuerzo hoy religiones creencias estilo vida hippie violación acoso veces gusta ser grande	0	0	0
23300	tes arabes	0	0	0
23301	mereces peor hijo puta preparate rotura ligamentos mala leche mierda bostarini concha vieja nunca mas ídolo vida garcas	0	0	0
23302	hoy tocó vivir cerca acoso short mostrando orto escote veía q tampoco debería ser excusa pregunto cuándo salir miedo perseguida x q pueda pasar porq quiero pase ninguna +	0	0	0
23303	preocupante todas fantasías hacernos daños follarte hija miraría	0	0	0
23304	feminismo forma machismo pasa puta idea mejor cállate equivalente machismo hembrismo chaval	0	0	0
23305	estres arabes puta madre	1	0	0
23306	árabes andan metiendo duro publicidad canciones youtube	0	0	0
23307	ah bueno super ministro callate hijo mil puta	0	0	0
23309	alemania tras acosos violencia puesto libertad 0 semana tarde fakefugee gambia viola mujer 0 subsaharianos sida cuándo protestarán fin europeos #experimentohistorico mounk lerner spectre soros club	1	0	1
23310	vaaaaaamoos florencia vigna puta madreeeeee sos amor persona mereces	0	0	0
23311	limpiando encontrado pendientes regaló tendero jerusalén escribirle frase español aún veo corriendo cuesta abajo monte olivos imberbe árabe quería diera beso vivencias	0	0	0
23312	cállate hocico maldita zorra deja mamá manuel señora casa	1	1	1
23313	cállate pinche viejo guango hijo puta farsante alineaste pri hoy lame huevos	0	0	0
23314	fracasó donald trump reunificación niños migrantes indocumentados	0	0	0
23315	imbécil suelto mundo	0	0	0
23316	varios países árabes imponen mujeres occidentales costumbres castigos si obedecen ahora cabrones enoja países occidentales castigue multas uso costumbres peor manden mujeres protestar hhdp	1	0	1
23317	chile felices anunciar hermoso país 0 octubre güera #juntitastour #chile	0	0	0
23318	hombre supongo si guarra inventan insultos graban vídeos recortan insultan hermano instagram única defensa insultar raoul vez defender	0	0	0
23319	#debateporelfuturo buhoneros dado nombre economía informal gran mayoría indocumentados colombianos países usan fachada vender drogas cometer ilícitos mismos ahora bachaqueros análisis	1	0	1
23321	jugando coño jugando polla dándonos placer mutuo mirándonos ojos noto cerca punto explotar acabemos vez llenémonos flujos	0	0	0
23322	ver puta gallinas contigo virtud proteger #nv	1	1	1
23323	viste decis gusta tema primera vez escuchas después terminas escuchando gran parte dia pasando arabe ecko jajajaja	0	0	0
23324	mereces puta	1	1	1
23326	mereces tch — mira puta reviento vida cojones	1	1	1
23327	#showmatch voy dormir re puta madre ésta hora merecía premio simplemnte xq 0 veces cambio d bailarín pedro agustin éste último ensayó sólo mes injusto final	0	0	0
23328	güeros nunca salvo her	0	0	0
23329	interpreto hija arnold aquel entonces tenia 0 años	0	0	0
23330	siento amor admiración prof árabe personas mágicas q conozco	0	0	0
